,Artist,Position,Streams,Track Name,Week,album,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
2802,Internet Money,3,84564,"Lemonade (feat. Gunna, Don Toliver & NAV)",2020-09-25--2020-10-02,B4 The Storm,rap,2020-08-28,195428,88,0.8,0.25,0.6579999999999999,0.0,0.111,-6.142,0.079,140.042,4
2803,Pop Smoke,4,76202,For The Night (feat. Lil Baby & DaBaby),2020-09-25--2020-10-02,Shoot For The Stars Aim For The Moon,drill,2020-07-03,190476,95,0.823,0.114,0.586,0.0,0.193,-6.606,0.2,125.971,4
2804,Drake,5,75595,Laugh Now Cry Later (feat. Lil Durk),2020-09-25--2020-10-02,Laugh Now Cry Later (feat. Lil Durk),hip hop,2020-08-14,261492,95,0.7609999999999999,0.244,0.518,3.47e-05,0.107,-8.871,0.134,133.976,4
2805,DJ Khaled,6,64380,POPSTAR (feat. Drake),2020-09-25--2020-10-02,POPSTAR (feat. Drake),dance,2020-07-17,200221,92,0.8,0.057,0.56,0.0,0.134,-4.8180000000000005,0.261,163.071,4
2806,Nomcebo Zikode,7,62731,Xola Moya Wam',2020-09-25--2020-10-02,Xola Moya Wam',house,2020-08-21,304210,50,0.807,0.036000000000000004,0.703,0.0215,0.0491,-7.71,0.0514,113.992,4
2807,The Weeknd,8,62051,Blinding Lights,2020-09-25--2020-10-02,After Hours,r&b,2020-03-20,200040,96,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
2808,DaBaby,9,61002,ROCKSTAR (feat. Roddy Ricch),2020-09-25--2020-10-02,BLAME IT ON BABY,hip hop,2020-04-17,181733,95,0.746,0.247,0.69,0.0,0.101,-7.956,0.16399999999999998,89.977,4
2809,Jawsh 685,10,58203,Savage Love (Laxed - Siren Beat),2020-09-25--2020-10-02,Savage Love (Laxed - Siren Beat),pop,2020-06-11,171374,93,0.767,0.234,0.481,0.0,0.269,-8.52,0.0803,150.076,4
2810,Travis Scott,11,57400,FRANCHISE (feat. Young Thug & M.I.A.),2020-09-25--2020-10-02,FRANCHISE (feat. Young Thug & M.I.A.),rap,2020-09-25,202794,87,0.835,0.00671,0.6990000000000001,0.0,0.195,-5.405,0.277,154.981,4
2811,Pop Smoke,12,56987,Mood Swings (feat. Lil Tjay),2020-09-25--2020-10-02,Shoot For The Stars Aim For The Moon,drill,2020-07-03,213333,92,0.48,0.487,0.602,0.0,0.0848,-6.335,0.368,179.798,4
2812,Joel Corry,13,55262,Head & Heart (feat. MNEK),2020-09-25--2020-10-02,Head & Heart (feat. MNEK),dance,2020-07-03,166028,94,0.7340000000000001,0.168,0.8740000000000001,1.14e-05,0.0489,-3.158,0.0662,122.953,4
2813,Chris Brown,14,54940,Go Crazy,2020-09-25--2020-10-02,Slime & B,dance,2020-05-08,176960,90,0.755,0.316,0.578,0.0,0.25,-8.932,0.145,94.148,4
2814,Soa mattrix,15,52086,Uthando,2020-09-25--2020-10-02,Uthando,house,2020-07-13,484285,53,0.852,0.0004190000000000001,0.531,0.349,0.0215,-9.417,0.061,111.987,4
2815,SAINt JHN,16,51518,Roses - Imanbek Remix,2020-09-25--2020-10-02,Roses (Imanbek Remix),rap,2019-09-13,176218,81,0.785,0.0149,0.721,0.00432,0.285,-5.457000000000002,0.0506,121.962,4
2816,Justin Bieber,17,50893,Holy (feat. Chance The Rapper),2020-09-25--2020-10-02,Holy,pop,2020-09-18,212093,95,0.6729999999999999,0.196,0.7040000000000001,0.0,0.0898,-8.056000000000001,0.36,86.919,4
2817,Topic,18,50377,Breaking Me,2020-09-25--2020-10-02,Breaking Me,edm,2019-12-19,166793,93,0.789,0.223,0.72,0.0,0.129,-5.652,0.218,122.031,4
2818,Harry Styles,19,49924,Watermelon Sugar,2020-09-25--2020-10-02,Fine Line,pop,2019-12-13,174000,95,0.5479999999999999,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4
2819,Master KG,20,49784,Jerusalema (feat. Nomcebo Zikode),2020-09-25--2020-10-02,Jerusalema,house,2020-01-24,342612,86,0.88,0.0185,0.483,8.75e-06,0.0607,-7.0120000000000005,0.0504,124.009,4
2820,BTS,21,48652,Dynamite,2020-09-25--2020-10-02,Dynamite (DayTime Version),pop,2020-08-28,199053,97,0.746,0.0112,0.765,0.0,0.0936,-4.41,0.0993,114.044,4
2821,Pop Smoke,22,46023,What You Know Bout Love,2020-09-25--2020-10-02,Shoot For The Stars Aim For The Moon,drill,2020-07-03,160000,94,0.7090000000000001,0.65,0.5479999999999999,1.59e-06,0.133,-8.493,0.353,83.995,4
2822,Reece Madlisa,23,45346,Jazzidisciples (Zlele),2020-09-25--2020-10-02,Ama Roto,Missing,2020-07-24,457000,51,0.851,0.0148,0.503,0.0223,0.0915,-9.975,0.0616,114.012,4
2823,Tate McRae,24,44975,you broke me first,2020-09-25--2020-10-02,you broke me first,pop,2020-04-17,169265,94,0.642,0.7859999999999999,0.374,0.0,0.0906,-9.386,0.0545,124.099,4
2824,Jack Harlow,25,44910,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2020-09-25--2020-10-02,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",hip hop,2020-06-24,227478,90,0.904,0.0631,0.723,0.0,0.185,-5.224,0.26,145.013,4
2825,Juice WRLD,26,44244,Wishing Well,2020-09-25--2020-10-02,Legends Never Die,rap,2020-07-10,194621,91,0.65,0.00336,0.613,0.0,0.267,-6.13,0.128,149.972,4
2826,Lewis Capaldi,27,42201,Someone You Loved,2020-09-25--2020-10-02,Divinely Uninspired To A Hellish Extent,pop,2019-05-17,182160,90,0.501,0.7509999999999999,0.405,0.0,0.105,-5.6789999999999985,0.0319,109.891,4
2827,Pop Smoke,28,41986,The Woo (feat. 50 Cent & Roddy Ricch),2020-09-25--2020-10-02,Shoot For The Stars Aim For The Moon,drill,2020-07-03,201600,89,0.49,0.0221,0.618,3.77e-06,0.259,-5.655,0.104,99.7,4
2828,Juice WRLD,29,40346,Come & Go (with Marshmello),2020-09-25--2020-10-02,Legends Never Die,rap,2020-07-10,205484,90,0.625,0.0172,0.8140000000000001,0.0,0.158,-5.181,0.0657,144.991,4
2829,DJ Khaled,30,39161,GREECE (feat. Drake),2020-09-25--2020-10-02,GREECE (feat. Drake),dance,2020-07-16,218901,89,0.695,0.0743,0.343,1.04e-06,0.107,-10.798,0.0432,85.84,4
2830,Pop Smoke,31,38883,Dior,2020-09-25--2020-10-02,Meet The Woo,drill,2019-07-26,216386,86,0.5479999999999999,0.212,0.805,0.000389,0.408,-5.732,0.35100000000000003,142.094,4
2831,Mfr Souls,32,37736,"Amanikiniki (feat. Major League Djz, Kamo Mphela & Bontle Smith)",2020-09-25--2020-10-02,Musical Kings,house,2020-08-14,348531,53,0.847,0.0314,0.6920000000000001,0.00513,0.0486,-9.038,0.054000000000000006,113.003,4
2832,Tones And I,33,35535,Dance Monkey,2020-09-25--2020-10-02,Dance Monkey,pop,2019-05-10,209754,70,0.825,0.688,0.593,0.000161,0.17,-6.401,0.0988,98.078,4
2833,Lil Mosey,34,34318,Blueberry Faygo,2020-09-25--2020-10-02,Certified Hitmaker,rap,2020-02-06,162546,85,0.774,0.207,0.5539999999999999,0.0,0.132,-7.909,0.0383,99.034,4
2834,Jason Derulo,35,33583,Take You Dancing,2020-09-25--2020-10-02,Take You Dancing,dance,2020-07-22,190306,92,0.789,0.0332,0.711,0.0,0.0876,-4.248,0.041,112.985,4
2835,Maroon 5,36,33017,Memories,2020-09-25--2020-10-02,Memories,pop,2019-09-20,189486,89,0.764,0.8370000000000001,0.32,0.0,0.0822,-7.209,0.0546,91.019,4
2836,Marshmello,37,32722,Be Kind (with Halsey),2020-09-25--2020-10-02,Be Kind (with Halsey),brostep,2020-05-01,172761,87,0.63,0.007759999999999999,0.633,0.0,0.0541,-7.087999999999999,0.0457,93.995,4
2837,Ed Sheeran,38,32050,Beautiful People (feat. Khalid),2020-09-25--2020-10-02,No.6 Collaborations Project,pop,2019-07-12,197866,77,0.64,0.124,0.647,0.0,0.0801,-8.113999999999999,0.18600000000000005,92.979,4
2838,Conan Gray,39,31702,Heather,2020-09-25--2020-10-02,Kid Krow,pop,2020-03-20,198040,94,0.35700000000000004,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3
2839,Juice WRLD,40,31543,Smile (with The Weeknd),2020-09-25--2020-10-02,Legends Never Die,rap,2020-07-10,196180,86,0.6940000000000001,0.224,0.685,0.0,0.124,-6.535,0.133,158.83100000000005,4
2840,Post Malone,41,30865,Circles,2020-09-25--2020-10-02,Hollywood's Bleeding,rap,2019-09-06,215280,89,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4
2841,Drake,42,30704,Toosie Slide,2020-09-25--2020-10-02,Dark Lane Demo Tapes,hip hop,2020-05-01,247058,81,0.83,0.289,0.49,3.04e-06,0.113,-8.82,0.209,81.604,4
2842,Roddy Ricch,43,29892,The Box,2020-09-25--2020-10-02,Please Excuse Me For Being Antisocial,rap,2019-12-06,196652,89,0.8959999999999999,0.104,0.586,0.0,0.79,-6.687,0.0559,116.971,4
2843,Justin Bieber,44,29498,Intentions (feat. Quavo),2020-09-25--2020-10-02,Changes,pop,2020-02-14,212866,83,0.8059999999999999,0.3,0.546,0.0,0.102,-6.6370000000000005,0.0575,147.986,4
2844,Tyler ICU,45,28670,Bella Ciao,2020-09-25--2020-10-02,Money Heist,house,2020-09-04,342857,50,0.805,0.0336,0.644,0.262,0.0484,-8.844,0.0614,112.005,4
2845,Powfu,46,28606,death bed (coffee for your head),2020-09-25--2020-10-02,death bed (coffee for your head),rap,2020-02-08,173333,91,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4
2846,Lewis Capaldi,47,28486,Before You Go,2020-09-25--2020-10-02,Divinely Uninspired To A Hellish Extent (Extended Edition),pop,2019-11-22,215106,86,0.459,0.604,0.575,0.0,0.0885,-4.8580000000000005,0.0573,111.881,4
2847,Machine Gun Kelly,48,28451,my ex's best friend (with blackbear),2020-09-25--2020-10-02,Tickets To My Downfall,hip hop,2020-09-25,139460,87,0.731,0.00473,0.675,0.0,0.141,-5.134,0.0434,124.939,4
2848,Big Sean,49,28298,Wolves (feat. Post Malone),2020-09-25--2020-10-02,Detroit 2,hip hop,2020-09-04,199758,86,0.7240000000000001,0.0978,0.675,9.41e-06,0.35100000000000003,-5.267,0.0867,160.048,4
2849,Marshmello,50,27990,OK Not To Be OK,2020-09-25--2020-10-02,OK Not To Be OK,brostep,2020-09-10,159862,85,0.743,0.0172,0.8370000000000001,0.0,0.0743,-5.025,0.0649,103.072,4
2850,Dua Lipa,51,26876,Don't Start Now,2020-09-25--2020-10-02,Future Nostalgia,dance,2020-03-27,183290,85,0.7929999999999999,0.0123,0.7929999999999999,0.0,0.0951,-4.521,0.083,123.95,4
2851,Future,52,26787,Life Is Good (feat. Drake),2020-09-25--2020-10-02,High Off Life,hip hop,2020-05-15,237918,77,0.795,0.067,0.574,0.0,0.15,-6.903,0.487,142.053,4
2852,Miley Cyrus,53,26733,Midnight Sky,2020-09-25--2020-10-02,Midnight Sky,dance,2020-08-14,223279,91,0.705,0.00115,0.8140000000000001,0.00312,0.203,-5.466,0.0346,110.0,4
2853,Juice WRLD,54,26487,Robbery,2020-09-25--2020-10-02,Death Race For Love,rap,2019-03-08,240050,88,0.685,0.328,0.6920000000000001,0.0,0.153,-5.122000000000001,0.0457,159.966,5
2854,Ariana Grande,55,26474,Stuck with U (with Justin Bieber),2020-09-25--2020-10-02,Stuck with U,dance,2020-05-08,228482,90,0.597,0.223,0.45,0.0,0.382,-6.658,0.0418,178.765,3
2855,Drake,56,26417,Chicago Freestyle (feat. Giveon),2020-09-25--2020-10-02,Dark Lane Demo Tapes,hip hop,2020-05-01,220487,84,0.735,0.629,0.449,0.0,0.113,-7.5070000000000014,0.34700000000000003,122.947,4
2856,Focalistic,57,26101,Ke Star,2020-09-25--2020-10-02,Blecke,house,2020-05-01,433136,50,0.883,0.000955,0.54,0.0619,0.0528,-8.794,0.0644,112.017,4
2857,StaySolidRocky,58,25682,Party Girl,2020-09-25--2020-10-02,Fallin',rap,2020-07-15,147800,79,0.73,0.747,0.439,0.0,0.0988,-9.864,0.0609,130.09,4
2858,salem ilese,59,25576,Mad at Disney,2020-09-25--2020-10-02,Mad at Disney,indie,2020-07-24,136838,89,0.738,0.424,0.621,7.39e-06,0.6920000000000001,-7.313,0.0486,113.968,4
2859,Ritt Momney,60,25088,Put Your Records On,2020-09-25--2020-10-02,Put Your Records On,pop,2020-04-24,210463,90,0.399,0.0563,0.491,0.0008900000000000002,0.11,-10.778,0.0538,91.066,4
2860,Lady Gaga,61,25036,Rain On Me (with Ariana Grande),2020-09-25--2020-10-02,Chromatica,dance,2020-05-29,182200,83,0.672,0.021,0.855,0.0,0.32299999999999995,-3.764,0.0397,123.056,4
2861,Kygo,62,25008,Lose Somebody,2020-09-25--2020-10-02,Golden Hour,edm,2020-05-29,199549,76,0.58,0.344,0.586,0.0,0.0755,-6.882999999999999,0.0357,147.988,4
2862,Kabza De Small,63,24841,Sponono,2020-09-25--2020-10-02,King Of Amapiano,house,2020-01-24,395087,37,0.903,0.0529,0.545,0.004379999999999999,0.0267,-12.617,0.079,113.008,4
2863,Travis Scott,64,24344,HIGHEST IN THE ROOM,2020-09-25--2020-10-02,HIGHEST IN THE ROOM,rap,2019-10-04,175720,88,0.598,0.0546,0.4270000000000001,5.83e-06,0.21,-8.764,0.0317,76.469,4
2864,Harry Styles,65,24048,Adore You,2020-09-25--2020-10-02,Fine Line,pop,2019-12-13,207133,87,0.6759999999999999,0.0237,0.7709999999999999,7.000000000000002e-06,0.102,-3.675,0.0483,99.048,4
2865,JP Saxe,66,24027,If the World Was Ending - feat. Julia Michaels,2020-09-25--2020-10-02,If the World Was Ending (feat. Julia Michaels),r&b,2019-10-17,208687,87,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
2866,Pop Smoke,67,23970,Hello (feat. A Boogie Wit da Hoodie),2020-09-25--2020-10-02,Shoot For The Stars Aim For The Moon (Deluxe),drill,2020-07-20,190534,85,0.905,0.0187,0.647,0.0,0.282,-5.065,0.107,130.97,4
2867,Ed Sheeran,68,23717,I Don't Care (with Justin Bieber),2020-09-25--2020-10-02,No.6 Collaborations Project,pop,2019-07-12,219946,79,0.7979999999999999,0.0902,0.6759999999999999,0.0,0.0894,-5.041,0.0442,101.956,4
2868,Juice WRLD,69,23535,Lucid Dreams,2020-09-25--2020-10-02,Goodbye & Good Riddance,rap,2018-12-10,239835,88,0.511,0.349,0.5660000000000001,0.0,0.34,-7.23,0.2,83.90299999999998,4
2869,5 Seconds of Summer,70,23460,Youngblood,2020-09-25--2020-10-02,Youngblood (Deluxe),house,2018-06-15,203417,82,0.596,0.0169,0.8540000000000001,0.0,0.124,-5.114,0.463,120.274,4
2870,Post Malone,71,23423,Sunflower - Spider-Man: Into the Spider-Verse,2020-09-25--2020-10-02,Hollywood's Bleeding,rap,2019-09-06,157560,82,0.755,0.5329999999999999,0.522,0.0,0.0685,-4.368,0.0575,89.96,4
2871,BLACKPINK,72,23341,Ice Cream (with Selena Gomez),2020-09-25--2020-10-02,Ice Cream (with Selena Gomez),pop,2020-08-28,175813,86,0.79,0.0342,0.7290000000000001,9.31e-05,0.0411,-3.843,0.334,159.989,4
2872,Trevor Daniel,73,23211,Falling,2020-09-25--2020-10-02,Nicotine,r&b,2020-03-26,159381,78,0.784,0.123,0.43,0.0,0.0887,-8.756,0.0364,127.087,4
2873,Elaine,74,22991,Risky,2020-09-25--2020-10-02,Elements,r&b,2019-09-29,182857,50,0.758,0.522,0.373,7.39e-06,0.122,-9.751,0.0499,105.023,4
2874,Shawn Mendes,75,22917,Señorita,2020-09-25--2020-10-02,Shawn Mendes (Deluxe),pop,2019-06-19,190799,82,0.759,0.0392,0.5479999999999999,0.0,0.0828,-6.049,0.029,116.967,4
2875,Lady Gaga,76,22696,Shallow,2020-09-25--2020-10-02,A Star Is Born Soundtrack,dance,2018-10-05,215733,85,0.5720000000000001,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,4
2876,Sam Feldt,77,22684,Post Malone (feat. RANI),2020-09-25--2020-10-02,Post Malone (feat. RANI) [Joe Stone Remix],dance,2019-08-16,174444,74,0.59,0.0771,0.642,0.0,0.105,-3.87,0.122,107.356,4
2877,Travis Scott,78,22466,goosebumps,2020-09-25--2020-10-02,Birds In The Trap Sing McKnight,rap,2016-09-16,243836,89,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4
2878,Sun-El Musician,79,22447,Ubomi Abumanga,2020-09-25--2020-10-02,Ubomi Abumanga,house,2020-05-29,335185,54,0.77,0.0624,0.6970000000000001,0.768,0.0404,-11.876,0.0401,117.006,4
2879,Elaine,80,22391,You're the One,2020-09-25--2020-10-02,Elements,r&b,2019-09-29,200347,51,0.741,0.649,0.39,0.0,0.109,-11.299,0.0561,114.934,4
2880,Machine Gun Kelly,81,22050,forget me too (feat. Halsey),2020-09-25--2020-10-02,Tickets To My Downfall,hip hop,2020-09-25,171620,82,0.654,0.000417,0.875,0.0086,0.194,-4.845,0.0744,99.975,4
2881,Sam Smith,82,21826,Diamonds,2020-09-25--2020-10-02,Diamonds,pop,2020-09-17,213869,87,0.653,0.154,0.667,0.0,0.107,-6.7639999999999985,0.0423,104.181,4
2882,Vedo,83,21741,You Got It,2020-09-25--2020-10-02,For You,r&b,2020-03-27,201586,86,0.774,0.297,0.376,0.0,0.165,-9.372,0.208,122.089,4
2883,Sha Sha,84,21599,Tender Love (feat. DJ Maphorisa & Kabza De Small),2020-09-25--2020-10-02,Tender Love (feat. DJ Maphorisa & Kabza De Small),house,2019-10-25,444474,48,0.845,0.00591,0.394,0.312,0.054000000000000006,-14.365,0.055,113.015,4
2884,Billie Eilish,85,21548,lovely (with Khalid),2020-09-25--2020-10-02,lovely (with Khalid),pop,2018-04-19,200185,88,0.35100000000000003,0.934,0.29600000000000004,0.0,0.095,-10.109,0.0333,115.284,4
2885,Kabza De Small,86,21511,eMcimbini,2020-09-25--2020-10-02,King Of Amapiano,house,2020-01-24,407835,37,0.845,0.00704,0.545,0.116,0.0257,-11.206,0.0874,112.994,4
2886,Nasty C,87,21472,Eazy,2020-09-25--2020-10-02,Zulu Man With Some Power,hip hop,2020-08-28,243944,44,0.563,0.0143,0.7140000000000001,1.66e-06,0.108,-6.942,0.0439,172.491,3
2887,Kygo,88,21434,Higher Love,2020-09-25--2020-10-02,Golden Hour,edm,2020-05-29,228267,69,0.693,0.0151,0.6779999999999999,5.71e-06,0.101,-7.159,0.0324,103.952,4
2888,Labrinth,89,21407,Still Don't Know My Name,2020-09-25--2020-10-02,Euphoria (Original Score from the HBO Series),pop,2019-10-04,153294,88,0.316,0.471,0.63,0.262,0.205,-5.962999999999999,0.117,89.64299999999999,1
2889,Chris Brown,90,21362,No Guidance (feat. Drake),2020-09-25--2020-10-02,Indigo,dance,2019-06-28,260640,84,0.698,0.123,0.454,0.0,0.155,-6.756,0.151,92.932,4
2890,Kabza De Small,91,21132,Masupa,2020-09-25--2020-10-02,I Am The King Of Amapiano: Sweet & Dust,house,2020-06-26,356814,48,0.846,0.0442,0.547,0.0589,0.0654,-13.986,0.0499,112.999,4
2891,THE SCOTTS,92,21129,THE SCOTTS,2020-09-25--2020-10-02,THE SCOTTS,rap,2020-04-24,165977,86,0.716,0.233,0.537,0.0,0.157,-7.648,0.0514,129.97899999999998,4
2892,Pop Smoke,93,20991,Something Special,2020-09-25--2020-10-02,Shoot For The Stars Aim For The Moon,drill,2020-07-03,158466,80,0.7390000000000001,0.252,0.616,1.93e-06,0.101,-6.962999999999999,0.0338,91.071,4
2893,Pop Smoke,94,20935,Got It On Me,2020-09-25--2020-10-02,Shoot For The Stars Aim For The Moon,drill,2020-07-03,164579,86,0.688,0.00815,0.647,1.65e-05,0.095,-7.257999999999999,0.19,88.834,4
2894,BØRNS,95,20802,Electric Love,2020-09-25--2020-10-02,Dopamine,pop,2015-10-16,218106,87,0.611,0.00543,0.797,0.00137,0.26,-7.627000000000002,0.0533,120.041,4
2895,Travis Scott,96,20697,SICKO MODE,2020-09-25--2020-10-02,ASTROWORLD,rap,2018-08-03,312820,88,0.8340000000000001,0.00513,0.73,0.0,0.124,-3.714,0.222,155.00799999999995,4
2896,Billie Eilish,97,20494,everything i wanted,2020-09-25--2020-10-02,everything i wanted,pop,2019-11-13,245425,87,0.7040000000000001,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4
2897,Don Toliver,98,20422,After Party,2020-09-25--2020-10-02,Heaven Or Hell,rap,2020-03-13,167915,86,0.629,0.00981,0.6920000000000001,0.331,0.603,-8.045,0.0376,162.94799999999995,4
2898,Joji,99,20414,Your Man,2020-09-25--2020-10-02,Nectar,r&b,2020-09-24,163758,79,0.785,0.624,0.818,0.149,0.149,-8.711,0.099,117.98,4
2899,Regard,100,20212,Ride It,2020-09-25--2020-10-02,Ride It,edm,2019-07-26,157605,87,0.88,0.177,0.7509999999999999,6.43e-05,0.106,-4.258,0.0874,117.948,4
2900,ZAYN,101,19554,Better,2020-09-25--2020-10-02,Better,dance,2020-09-25,174516,84,0.637,0.353,0.418,0.0,0.131,-7.1370000000000005,0.301,84.295,4
2901,Surf Mesa,102,19482,ily (i love you baby) (feat. Emilee),2020-09-25--2020-10-02,ily (i love you baby) (feat. Emilee),house,2019-11-26,176546,89,0.674,0.0686,0.774,0.00188,0.393,-7.567,0.0892,112.05,4
2902,Arizona Zervas,103,19127,ROXANNE,2020-09-25--2020-10-02,ROXANNE,rap,2019-10-10,163636,87,0.621,0.0522,0.601,0.0,0.46,-5.6160000000000005,0.14800000000000002,116.735,5
2903,Juice WRLD,104,19032,All Girls Are The Same,2020-09-25--2020-10-02,Goodbye & Good Riddance,rap,2018-12-10,165819,86,0.6709999999999999,0.0769,0.529,0.000335,0.0856,-7.226,0.307,161.989,4
2904,Journey,105,18975,Don't Stop Believin',2020-09-25--2020-10-02,Escape,rock,1981,250986,80,0.5,0.127,0.748,0.0,0.447,-9.072,0.0363,118.852,4
2905,MEDUZA,106,18962,Lose Control,2020-09-25--2020-10-02,Lose Control,edm,2019-10-11,168387,85,0.598,0.129,0.526,0.0,0.14,-8.658999999999999,0.0415,123.935,4
2906,PARTYNEXTDOOR,107,18908,BELIEVE IT,2020-09-25--2020-10-02,PARTYMOBILE,pop,2020-03-27,183219,81,0.43,0.0902,0.7,0.0,0.21600000000000005,-5.35,0.264,158.373,4
2907,James Arthur,108,18901,Say You Won't Let Go,2020-09-25--2020-10-02,Back from the Edge,pop,2016-10-28,211466,85,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.04299999999998,4
2908,Dean Lewis,109,18567,Be Alright,2020-09-25--2020-10-02,A Place We Knew,pop,2019-03-22,196493,77,0.551,0.705,0.537,0.0,0.0802,-7.595,0.034,126.421,4
2909,Ava Max,110,18558,Kings & Queens,2020-09-25--2020-10-02,Heaven & Hell,dance,2020-09-18,162398,87,0.637,0.007859999999999999,0.69,0.0,0.124,-4.057,0.0405,129.857,4
2910,Sun-El Musician,111,18438,Into Ingawe,2020-09-25--2020-10-02,Into Ingawe,house,2019-06-07,270818,48,0.613,0.386,0.725,0.0205,0.113,-9.856,0.0475,108.017,4
